#{"t_start": 1683583631.417006, "env_id": "gym_examples/GridWorld-v0"}
r,l,t
-15570,118,695.859626
-7400,35,696.126105
-16000,234,698.101861
-22035,138,699.140027
-895,23,699.329939
-460,9,699.406292
-1980,8,699.462527
-4990,12,699.556179
-8320,53,699.963763
-500,1,699.976306
-420,17,700.101623
-4460,17,700.233261
-22400,65,700.720555
-10115,199,702.216964
-3420,23,702.402439
-18155,106,703.219486
-7995,17,703.347291
-1480,7,703.400303
-7425,30,703.629985
-25500,51,704.010494
-11470,29,704.238441
-10855,51,704.625167
-8270,63,705.10133
-8495,18,705.238207
-7355,44,705.569776
-8490,19,705.719013
-11255,40,706.040548
-11450,33,706.296891
-480,5,706.334723
-11735,77,707.020266
-5315,48,707.449613
-81140,577,711.958075
-13290,106,712.785019
-12500,25,712.968943
-6495,14,713.111934
-12095,106,714.111531
-500,1,714.135763
-8500,17,714.660988
-955,11,714.801235
-5415,28,715.029618
-7760,64,715.624192
-8830,52,716.119119
-77315,495,720.418082
-500,1,720.425636
-485,4,720.456551
-53170,274,722.790689
-1500,3,722.815316
-20855,297,725.391173
-445,12,725.507058
-7415,32,725.821711
-7500,15,725.96505
-5655,182,727.567946
-7970,22,727.786611
-8430,31,728.069883
-15430,148,729.367627
-7675,81,730.063653
-475,6,730.108272
-67005,361,733.082371
-3435,20,733.236029
-6380,16,733.371326
-4400,29,733.591372
-1990,6,733.655611
-4940,22,733.82453
-5460,19,733.976658
-5370,37,734.331827
-4500,9,734.419253
-6860,42,734.825601
-6410,31,735.133044
-4995,11,735.2967
-6425,28,735.624592
-445,12,735.775961
-5500,11,735.904754
-5955,21,736.41792
-5430,25,737.042519
-7845,47,737.837404
-6990,16,737.977314
-9275,64,738.739745
-6765,61,739.313063
-5500,11,739.410758
-18460,146,740.783606
-3500,7,740.849381
-8450,27,741.051277
-16550,134,742.210178
-370,27,742.46372
-5945,23,742.709294
-6880,38,743.039829
-950,12,743.140815
-8385,40,743.454782
-5920,28,743.668024
-11465,30,743.966301
-7900,36,744.316139
-4500,9,744.382663
-450,11,744.513048
-11045,114,745.490445
-4000,8,745.559426
-440,13,745.662873
-5985,15,745.788048
-7325,50,746.192523
-11585,107,747.042867
-450,11,747.127653
-495,2,747.151187
-9925,35,747.480485
-5000,10,747.577841
-5485,14,747.712534
-475,6,747.774204
-8455,26,747.983242
-3000,6,748.032619
-4950,20,748.186243
-19670,336,751.325434
-4900,30,751.608702
-3500,7,751.670381
-7835,49,752.144008
-7995,17,752.293639
-990,4,752.326818
-4820,147,753.680138
-15605,212,755.541005
-7500,15,755.663628
-6500,13,755.796554
-20510,140,757.000333
-4640,82,757.7344
-4375,34,758.018417
-5865,39,758.33054
-4995,11,758.419876
-495,2,758.442366
-4705,170,759.78664
-2930,20,759.939087
-435,14,760.044246
-44885,214,761.778263
-13970,49,762.179411
-9395,150,763.427536
-450,11,763.515841
-5970,18,763.65915
-8850,48,764.032317
-16985,37,764.348316
-9385,42,764.71441
-6365,40,765.088817
-19825,176,766.634791
-3000,6,766.692949
-2000,4,766.723479
-475,6,766.784573
-7380,39,767.118511
-4930,24,767.302672
-9345,50,767.686899
-5435,24,767.873085
-460,9,767.939873
-8470,23,768.117114
-10000,20,768.268428
-6380,37,768.555195
-1445,14,768.672572
-6690,15,768.787862
-985,5,768.827408
-17145,106,769.636179
-8825,255,771.777617
-4715,67,772.369567
-16395,54,772.822592
-24605,258,775.093843
-490,3,775.118927
-5485,14,775.238404
-1435,16,775.365109
-5940,24,775.560362
-9475,24,775.766839
-4510,108,776.784168
-17700,96,777.646411
-355,30,777.93267
-4730,165,779.311617
-435,14,779.420536
-490,3,779.448792
-5145,82,780.099399
-460,9,780.167883
-2440,17,780.313928
-11385,147,781.657288
-27950,274,783.83081
-6990,117,784.781324
-930,16,784.912143
-6000,12,785.025138
-14215,156,786.362008
-15295,72,786.97224
-25920,99,787.763504
-450,11,787.846408
-12260,73,788.444195
-7790,58,788.944075
-980,6,789.000607
-8450,27,789.264063
-9500,19,789.431242
-8360,45,789.846792
-5475,16,790.000667
-5990,14,790.143284
-9830,54,790.597122
-6500,13,790.720958
-20385,165,792.304443
-495,2,792.324525
-13440,39,792.674845
-960,10,792.781219
-980,6,792.847866
-7495,16,793.011928
-14500,29,793.417461
-3895,29,793.648324
-8455,26,793.844557
-29985,265,796.313845
-2810,44,796.727093
-6965,21,796.927129
-8940,131,798.144191
-33390,89,798.917695
-2430,19,799.074595
-475,6,799.124889
-6480,17,799.25906
-8375,143,800.46926
-10305,36,800.784799
-500,1,800.797609
-9755,69,801.400547
-490,3,801.42356
-6440,25,801.63553
-8220,73,802.261812
-6000,12,802.369428
-4900,30,802.635949
-2470,11,802.730453
-9830,54,803.173598
-25700,112,804.262538
-470,7,804.328822
-51445,658,810.177504
-25350,81,810.894311
-7520,112,811.94194
-6765,172,813.285677
-18455,46,813.637807
-23420,669,819.424259
-6310,51,819.913865
-480,5,819.96274
-1430,17,820.097791
-305,40,820.421683
-5000,10,820.498741
-5000,10,820.581227
-440,13,820.686768
-28095,138,821.973885
-34095,150,823.290414
-10750,72,823.926732
-5960,486,828.087258
-21390,267,830.480049
-16230,481,834.782856
-4665,178,836.452411
-18000,36,836.721084
-19190,101,837.635089
-18810,177,839.155891
-490,3,839.18578
-5440,23,839.37744
